year,state_abbr,state_name,population,violent_crime,property_crime,Violent_Crime_rate,Property_Crime_rate
1986,WY,Wyoming,507000,1486,20605,293.0966469,4064.102564
1987,US,United States,242288918,1483999,12024709,612.4914884,4962.962854
1987,AK,Alaska,525000,2391,25841,455.4285714,4922.095238
1987,AL,Alabama,4083000,22833,158918,559.2211609,3892.187117
1987,AR,Arkansas,2388000,9839,91537,412.0184255,3833.207705
1987,AZ,Arizona,3386000,20742,222663,612.5812168,6575.989368
1987,CA,California,27663000,253943,1545928,917.9879261,5588.432202
1987,CO,Colorado,3296000,15409,197225,467.506068,5983.768204
1987,CT,Connecticut,3211000,13455,146958,419.0283401,4576.705076
1987,DC,District of Columbia,622000,10016,42553,1610.289389,6841.318328
1987,DE,Delaware,644000,2774,29032,430.7453416,4508.074534
1987,FL,Florida,12023000,123168,899167,1024.436497,7478.724112
1987,GA,Georgia,6222000,35868,324511,576.4705882,5215.541626
1987,HI,Hawaii,1083000,2851,60157,263.2502308,5554.662973
1987,IA,Iowa,2834000,6553,110781,231.2279464,3908.997883
1987,ID,Idaho,998000,2138,39342,214.2284569,3942.084168
1987,IL,Illinois,11582000,92216,535126,796.2010016,4620.324642
1987,IN,Indiana,5531000,18169,209695,328.4939432,3791.267402
1987,KS,Kansas,2476000,8932,112488,360.7431341,4543.134087
1987,KY,Kentucky,3727000,12589,109284,337.778374,2932.224309
1987,LA,Louisiana,4461000,30916,231090,693.028469,5180.228648
1987,MA,Massachusetts,5855000,33060,244105,564.645602,4169.171648
1987,MD,Maryland,4535000,34820,213589,767.8059537,4709.790518
1987,ME,Maine,1187000,1806,40122,152.148273,3380.117944
1987,MI,Michigan,9200000,71772,522254,780.1304348,5676.673913
1987,MN,Minnesota,4246000,12118,183868,285.3980217,4330.381536
1987,MO,Missouri,5103000,27792,212430,544.6208113,4162.845385
1987,MS,Mississippi,2625000,7081,83182,269.752381,3168.838095
1987,MT,Montana,809000,1223,35986,151.1742892,4448.207664
1987,NC,North Carolina,6413000,31039,267157,484.0012475,4165.866209
1987,ND,North Dakota,672000,382,18656,56.8452381,2776.190476
1987,NE,Nebraska,1594000,4004,61853,251.1919699,3880.363864
1987,NH,New Hampshire,1057000,1581,34058,149.5742668,3222.138127
1987,NJ,New Jersey,7672000,41507,362155,541.0192909,4720.477059
1987,NM,New Mexico,1500000,9427,88775,628.4666667,5918.333333
1987,NV,Nevada,1007000,7006,57154,695.7298908,5675.670308
1987,NY,New York,17825000,179691,881330,1008.084151,4944.347826
1987,OH,Ohio,10784000,45436,447964,421.3278932,4153.968843
1987,OK,Oklahoma,3272000,13664,183495,417.603912,5608.037897
1987,OR,Oregon,2724000,14697,175138,539.5374449,6429.441997
1987,PA,Pennsylvania,11936000,44087,333476,369.3615952,2793.867292
1987,RI,Rhode Island,986000,3547,48568,359.7363083,4925.760649
1987,SC,South Carolina,3425000,22773,154021,664.9051095,4496.963504
1987,SD,South Dakota,709000,849,18138,119.7461213,2558.251058
1987,TN,Tennessee,4855000,25900,200616,533.4706488,4132.15242
1987,TX,Texas,16789000,105961,1190558,631.1334803,7091.297874
1987,UT,Utah,1680000,3861,90532,229.8214286,5388.809524
1987,VA,Virginia,5904000,17414,216354,294.9525745,3664.53252
1987,VT,Vermont,548000,748,22658,136.4963504,4134.671533
1987,WA,Washington,4538000,19945,298491,439.5107977,6577.589246
1987,WI,Wisconsin,4807000,12014,188411,249.9271895,3919.51321
1987,WV,West Virginia,1897000,2605,38953,137.3220875,2053.400105
1987,WY,Wyoming,490000,1387,18366,283.0612245,3748.163265
1988,US,United States,244498982,1566221,12356865,640.5838532,5053.953558
1988,AK,Alaska,513000,2682,22566,522.8070175,4398.830409
1988,AL,Alabama,4127000,23052,165209,558.565544,4003.125757
1988,AR,Arkansas,2422000,10237,91962,422.6672172,3796.944674
1988,AZ,Arizona,3466000,21147,237808,610.1269475,6861.165609
1988,CA,California,28168000,261912,1607180,929.8210736,5705.694405
1988,CO,Colorado,3290000,15548,187719,472.5835866,5705.744681
1988,CT,Connecticut,3241000,14759,150455,455.3841407,4642.240049
1988,DC,District of Columbia,620000,11914,49557,1921.612903,7993.064516
1988,DE,Delaware,660000,2981,28693,451.6666667,4347.424242
1988,FL,Florida,12377000,138343,967869,1117.742587,7819.899814
1988,GA,Georgia,6401000,42589,362376,665.3491642,5661.240431
1988,HI,Hawaii,1093000,2810,62650,257.0905764,5731.930467
1988,IA,Iowa,2834000,7279,108254,256.8454481,3819.830628
1988,ID,Idaho,999000,2345,37345,234.7347347,3738.238238
1988,IL,Illinois,11544000,93557,555316,810.4383229,4810.42966
1988,IN,Indiana,5575000,21187,210177,380.0358744,3769.991031
1988,KS,Kansas,2487000,9083,112280,365.2191395,4514.676317
1988,KY,Kentucky,3721000,12284,104362,330.1263101,2804.676162
1988,LA,Louisiana,4420000,31711,222913,717.4434389,5043.280543
1988,MA,Massachusetts,5871000,36376,256639,619.5878045,4371.299608
1988,MD,Maryland,4644000,37466,227457,806.7614126,4897.868217
1988,ME,Maine,1206000,1898,41249,157.3797678,3420.315091
1988,MI,Michigan,9300000,68980,496867,741.7204301,5342.655914
1988,MN,Minnesota,4306000,12490,173302,290.0603809,4024.663261
1988,MO,Missouri,5139000,28393,220578,552.5004865,4292.235844
1988,MS,Mississippi,2627000,8544,85840,325.237914,3267.605634
1988,MT,Montana,804000,989,33318,123.0099502,4144.029851
1988,NC,North Carolina,6526000,32753,284557,501.8847686,4360.358566
1988,ND,North Dakota,663000,392,17695,59.12518854,2668.92911
1988,NE,Nebraska,1601000,4374,61908,273.2042473,3866.833229
1988,NH,New Hampshire,1097000,1622,34951,147.857794,3186.052871
1988,NJ,New Jersey,7720000,44993,363807,582.8108808,4712.525907
1988,NM,New Mexico,1510000,9938,89817,658.1456954,5948.145695
1988,NV,Nevada,1060000,8275,60128,780.6603774,5672.45283
1988,NY,New York,17898000,196396,932845,1097.306962,5212.006928
1988,OH,Ohio,10872000,49144,455890,452.0235467,4193.248712
1988,OK,Oklahoma,3263000,14179,168194,434.538768,5154.581673
1988,OR,Oregon,2741000,14959,178520,545.7497264,6512.951478
1988,PA,Pennsylvania,12027000,43534,338486,361.9689033,2814.384302
1988,RI,Rhode Island,995000,3947,47837,396.6834171,4807.738693
1988,SC,South Carolina,3493000,25889,163164,741.1680504,4671.170913
1988,SD,South Dakota,715000,813,17641,113.7062937,2467.272727
1988,TN,Tennessee,4919000,26205,193647,532.7302297,3936.714779
1988,TX,Texas,16780000,109499,1235870,652.556615,7365.137068
1988,UT,Utah,1691000,4110,90223,243.0514488,5335.481963
1988,VA,Virginia,5996000,17940,232496,299.1994663,3877.518346
1988,VT,Vermont,556000,791,22786,142.2661871,4098.201439
1988,WA,Washington,4619000,21543,307008,466.3996536,6646.63347
1988,WI,Wisconsin,4858000,10414,182545,214.3680527,3757.616303
1988,WV,West Virginia,1884000,2476,39703,131.4225053,2107.377919
1988,WY,Wyoming,471000,1479,17206,314.0127389,3653.078556
1989,US,United States,246819230,1646037,12605412,666.8998198,5107.143394
1989,AK,Alaska,527000,2623,22567,497.7229602,4282.163188
1989,AL,Alabama,4118000,24329,166244,590.7965032,4037.008256
1989,AR,Arkansas,2406000,11397,98213,473.6907731,4082.003325
1989,AZ,Arizona,3556000,21320,265284,599.5500562,7460.179978
1989,CA,California,29063000,284136,1681516,977.6554382,5785.761965
1989,CO,Colorado,3317000,15636,184692,471.3898101,5568.043413
1989,CT,Connecticut,3239000,16576,154119,511.7628898,4758.227848
1989,DC,District of Columbia,604000,12937,49235,2141.887417,8151.490066
1989,DE,Delaware,673000,3745,28998,556.4635958,4308.766716
1989,FL,Florida,12671000,140575,975042,1109.423092,7695.067477
1989,GA,Georgia,6436000,47357,407868,735.8141703,6337.290242
1989,HI,Hawaii,1112000,3004,66723,270.1438849,6000.269784
1989,IA,Iowa,2840000,7563,108349,266.3028169,3815.105634
1989,ID,Idaho,1014000,2582,37278,254.6351085,3676.331361
1989,IL,Illinois,11658000,98611,558803,845.8655001,4793.300738
1989,IN,Indiana,5593000,22735,225592,406.4902557,4033.470409
1989,KS,Kansas,2513000,10073,115146,400.8356546,4582.01353
1989,KY,Kentucky,3727000,13302,110328,356.9090421,2960.236115
1989,LA,Louisiana,4382000,34257,239235,781.7663168,5459.493382
1989,MA,Massachusetts,5913000,39912,263780,674.9873161,4461.018096
1989,MD,Maryland,4694000,40152,220955,855.3898594,4707.179378
1989,ME,Maine,1222000,1676,42116,137.1522095,3446.481178
1989,MI,Michigan,9273000,65760,487682,709.1556131,5259.161005
1989,MN,Minnesota,4353000,12549,178252,288.2839421,4094.923042
1989,MO,Missouri,5159000,32634,231874,632.5644505,4494.553208
1989,MS,Mississippi,2621000,8156,83980,311.1789393,3204.120565
1989,MT,Montana,806000,935,31285,116.0049628,3881.513648
1989,NC,North Carolina,6571000,35902,309323,546.3704155,4707.396135
1989,ND,North Dakota,660000,417,16485,63.18181818,2497.727273
1989,NE,Nebraska,1611000,4503,61413,279.5158287,3812.104283
1989,NH,New Hampshire,1107000,1865,37945,168.4733514,3427.732611
1989,NJ,New Jersey,7736000,47111,360532,608.983971,4660.444674
1989,NM,New Mexico,1528000,10755,89693,703.8612565,5869.960733
1989,NV,Nevada,1111000,6947,62732,625.2925293,5646.444644
1989,NY,New York,17950000,203042,926596,1131.153203,5162.094708
1989,OH,Ohio,10907000,51109,465143,468.5889796,4264.62822
1989,OK,Oklahoma,3224000,15847,161558,491.5322581,5011.104218
1989,OR,Oregon,2820000,14625,159119,518.6170213,5642.51773
1989,PA,Pennsylvania,12040000,45586,359008,378.6212625,2981.79402
1989,RI,Rhode Island,998000,3772,48372,377.9559118,4846.893788
1989,SC,South Carolina,3512000,28576,168772,813.667426,4805.580866
1989,SD,South Dakota,715000,969,18230,135.5244755,2549.65035
1989,TN,Tennessee,4940000,27118,195854,548.9473684,3964.65587
1989,TX,Texas,16991000,111889,1234977,658.5192161,7268.418575
1989,UT,Utah,1707000,4417,92577,258.7580551,5423.374341
1989,VA,Virginia,6098000,19057,237757,312.5122991,3898.934077
1989,VT,Vermont,567000,753,22429,132.8042328,3955.731922
1989,WA,Washington,4761000,22460,291472,471.7496324,6122.075194
1989,WI,Wisconsin,4867000,10834,191869,222.6011917,3942.243682
1989,WV,West Virginia,1857000,2724,41154,146.6882068,2216.155089
1989,WY,Wyoming,475000,1227,17246,258.3157895,3630.736842
1990,US,United States,249464396,1820127,12655486,729.6139366,5073.063011
1990,AK,Alaska,550043,2885,25457,524.5044478,4628.183615
1990,AL,Alabama,4040587,28630,169974,708.5604146,4206.666012
1990,AR,Arkansas,2350725,12511,101897,532.2187836,4334.705251
1990,AZ,Arizona,3665228,23911,265229,652.3741497,7236.357465
1990,CA,California,29760021,311051,1654186,1045.197515,5558.416777
1990,CO,Colorado,3294394,17328,182106,525.9844451,5527.754118
1990,CT,Connecticut,3287116,18201,158867,553.7072619,4833.0208
1990,DC,District of Columbia,606900,14919,50470,2458.230351,8316.032295
1990,DE,Delaware,666168,4365,31344,655.2401196,4705.119429
1990,FL,Florida,12937926,160990,978944,1244.326177,7566.467763
1990,GA,Georgia,6478216,48996,389165,756.3193324,6007.286574
1990,HI,Hawaii,1108229,3113,64563,280.8986229,5825.781495
1990,IA,Iowa,2776755,8321,105550,299.6663371,3801.199602
1990,ID,Idaho,1006749,2776,38069,275.7390372,3781.37947
1990,IL,Illinois,11430602,110575,567841,967.3593744,4967.726109
1990,IN,Indiana,5544159,26275,233376,473.9221945,4209.403085
1990,KS,Kansas,2477574,11093,117571,447.7363744,4745.40821
1990,KY,Kentucky,3685296,14386,107208,390.362131,2909.074332
1990,LA,Louisiana,4219973,37914,235822,898.4417673,5588.234806
1990,MA,Massachusetts,6016425,44300,274442,736.3176637,4561.546101
1990,MD,Maryland,4781468,43940,234842,918.964636,4911.504166
1990,ME,Maine,1227928,1759,43647,143.2494413,3554.52437
1990,MI,Michigan,9295297,73468,483764,790.378188,5204.395298
1990,MN,Minnesota,4375099,13392,185185,306.0959306,4232.70422
1990,MO,Missouri,5117073,36602,225422,715.2917303,4405.291853
1990,MS,Mississippi,2573216,8758,90803,340.3523062,3528.774887
1990,MT,Montana,799065,1273,34702,159.311195,4342.825678
1990,NC,North Carolina,6628637,41332,322306,623.5369353,4862.326901
1990,ND,North Dakota,638800,472,18196,73.88854101,2848.465874
1990,NE,Nebraska,1578385,5209,61290,330.0208758,3883.083025
1990,NH,New Hampshire,1109252,1459,38976,131.5300761,3513.719155
1990,NJ,New Jersey,7730188,50057,371023,647.5521682,4799.663346
1990,NM,New Mexico,1515069,11821,89448,780.2284912,5903.889526
1990,NV,Nevada,1201833,7222,65652,600.915435,5462.655793
1990,NY,New York,17990455,212458,932416,1180.948453,5182.837232
1990,OH,Ohio,10847115,54904,470469,506.1622376,4337.273091
1990,OK,Oklahoma,3145585,17222,158889,547.4975243,5051.174901
1990,OR,Oregon,2842321,14405,146073,506.8041224,5139.215451
1990,PA,Pennsylvania,11881643,51213,361805,431.0262478,3045.0755
1990,RI,Rhode Island,1003464,4334,49378,431.9038849,4920.754506
1990,SC,South Carolina,3486703,34050,176729,976.5672614,5068.65655
1990,SD,South Dakota,696004,1133,19116,162.7864208,2746.535939
1990,TN,Tennessee,4877185,32698,213648,670.427716,4380.559688
1990,TX,Texas,16986510,129343,1200151,761.4454058,7065.318303
1990,UT,Utah,1722850,4892,92620,283.9481092,5375.975854
1990,VA,Virginia,6187358,21694,253063,350.6181475,4090.000934
1990,VT,Vermont,562758,716,23713,127.2305325,4213.711755
1990,WA,Washington,4866692,24410,278440,501.5727315,5721.340081
1990,WI,Wisconsin,4891769,12948,202052,264.6895223,4130.448515
1990,WV,West Virginia,1793477,3036,41855,169.280119,2333.734974
1990,WY,Wyoming,453588,1367,17732,301.3748159,3909.274496
1991,US,United States,252153092,1911767,12961116,758.1770998,5140.177301
1991,AK,Alaska,570000,3499,29000,613.8596491,5087.719298
1991,AL,Alabama,4089000,34518,184882,844.1672781,4521.447787
1991,AR,Arkansas,2372000,14072,108677,593.2546374,4581.661046
1991,AZ,Arizona,3750000,25152,252559,670.72,6734.906667
1991,CA,California,30380000,331122,1726391,1089.934167,5682.656353
1991,CO,Colorado,3377000,18887,186235,559.2833876,5514.806041
1991,CT,Connecticut,3291000,17761,158770,539.6839866,4824.369493
1991,DC,District of Columbia,598000,14671,49722,2453.344482,8314.715719
1991,DE,Delaware,680000,4857,35055,714.2647059,5155.147059
1991,FL,Florida,13277000,157243,977570,1184.326279,7362.883181
1991,GA,Georgia,6623000,48894,381165,738.2455081,5755.171372
1991,HI,Hawaii,1135000,2744,65020,241.7621145,5728.634361
1991,IA,Iowa,2795000,8477,107069,303.2915921,3830.733453
1991,ID,Idaho,1039000,3016,40578,290.2791145,3905.486044
1991,IL,Illinois,11543000,119955,587868,1039.201248,5092.852811
1991,IN,Indiana,5610000,28349,241930,505.3297683,4312.477718
1991,KS,Kansas,2495000,12465,125616,499.5991984,5034.709419
1991,KY,Kentucky,3713000,16262,108430,437.9746835,2920.280097
1991,LA,Louisiana,4252000,40438,232732,951.0348071,5473.471308
1991,MA,Massachusetts,5996000,44138,274990,736.1240827,4586.224149
1991,MD,Maryland,4860000,46469,255299,956.1522634,5253.065844
1991,ME,Maine,1235000,1631,44900,132.0647773,3635.62753
1991,MI,Michigan,9368000,75232,499781,803.0742955,5334.980786
1991,MN,Minnesota,4432000,14006,185268,316.0198556,4180.234657
1991,MO,Missouri,5158000,39358,239982,763.0476929,4652.617294
1991,MS,Mississippi,2592000,10085,99317,389.0817901,3831.674383
1991,MT,Montana,808000,1130,28347,139.8514851,3508.292079
1991,NC,North Carolina,6737000,44355,352368,658.3791005,5230.339914
1991,ND,North Dakota,635000,415,17326,65.35433071,2728.503937
1991,NE,Nebraska,1593000,5330,64031,334.5888261,4019.522913
1991,NH,New Hampshire,1105000,1318,36780,119.2760181,3328.506787
1991,NJ,New Jersey,7760000,49257,372212,634.7551546,4796.546392
1991,NM,New Mexico,1548000,12922,90474,834.754522,5844.573643
1991,NV,Nevada,1284000,8693,72183,677.0249221,5621.728972
1991,NY,New York,18058000,210184,917467,1163.938421,5080.667848
1991,OH,Ohio,10939000,61460,489100,561.8429473,4471.158241
1991,OK,Oklahoma,3175000,18533,161449,583.7165354,5085.007874
1991,OR,Oregon,2922000,14795,153370,506.3312799,5248.80219
1991,PA,Pennsylvania,11961000,53824,371814,449.9958197,3108.552797
1991,RI,Rhode Island,1004000,4638,45957,461.9521912,4577.390438
1991,SC,South Carolina,3560000,34621,185359,972.5,5206.713483
1991,SD,South Dakota,703000,1281,20366,182.2190612,2897.012802
1991,TN,Tennessee,4953000,35955,229856,725.9236826,4640.742984
1991,TX,Texas,17349000,145743,1210784,840.0657098,6978.98438
1991,UT,Utah,1770000,5077,94178,286.8361582,5320.79096
1991,VA,Virginia,6286000,23459,266160,373.1944003,4234.171174
1991,VT,Vermont,567000,662,21764,116.7548501,3838.447972
1991,WA,Washington,5018000,26224,290115,522.5986449,5781.486648
1991,WI,Wisconsin,4955000,13723,207560,276.9525732,4188.900101
1991,WV,West Virginia,1801000,3440,44528,191.0049972,2472.40422
1991,WY,Wyoming,460000,1427,18762,310.2173913,4078.695652
1992,US,United States,255029699,1932274,12505917,757.6662669,4903.710058
1992,AK,Alaska,587000,3877,28816,660.4770017,4909.028961
1992,AL,Alabama,4136000,36052,181837,871.6634429,4396.445841
1992,AR,Arkansas,2399000,13831,100402,576.5318883,4185.160484
1992,AZ,Arizona,3832000,25706,243629,670.8246347,6357.750522
1992,CA,California,30867000,345624,1716137,1119.720089,5559.779052
1992,CO,Colorado,3470000,20086,186684,578.8472622,5379.942363
1992,CT,Connecticut,3281000,16252,149535,495.3367876,4557.604389
1992,DC,District of Columbia,589000,16685,50502,2832.767402,8574.193548
1992,DE,Delaware,689000,4280,29126,621.1901306,4227.285922
1992,FL,Florida,13488000,162827,964533,1207.198992,7151.045374
1992,GA,Georgia,6751000,49496,382934,733.165457,5672.255962
1992,HI,Hawaii,1160000,2998,67901,258.4482759,5853.534483
1992,IA,Iowa,2812000,7816,103459,277.9516358,3679.196302
1992,ID,Idaho,1067000,3003,39636,281.443299,3714.714152
1992,IL,Illinois,11631000,113664,556900,977.2504514,4788.066374
1992,IN,Indiana,5662000,28791,236584,508.4952314,4178.452844
1992,KS,Kansas,2523000,12888,121334,510.8204518,4809.116132
1992,KY,Kentucky,3755000,20107,104692,535.4727031,2788.069241
1992,LA,Louisiana,4287000,42209,238438,984.5812923,5561.884768
1992,MA,Massachusetts,5998000,46727,253344,779.0430143,4223.807936
1992,MD,Maryland,4908000,49085,256418,1000.101874,5224.490628
1992,ME,Maine,1235000,1616,41900,130.8502024,3392.712551
1992,MI,Michigan,9437000,72672,456800,770.0752358,4840.521352
1992,MN,Minnesota,4480000,15144,190520,338.0357143,4252.678571
1992,MO,Missouri,5193000,38448,226246,740.3812825,4356.74947
1992,MS,Mississippi,2614000,10763,101181,411.7444529,3870.734507
1992,MT,Montana,824000,1400,36472,169.9029126,4426.213592
1992,NC,North Carolina,6843000,46600,350447,680.9878708,5121.247991
1992,ND,North Dakota,636000,530,17935,83.33333333,2819.968553
1992,NE,Nebraska,1606000,5598,63846,348.5678705,3975.466999
1992,NH,New Hampshire,1111000,1397,32828,125.7425743,2954.815482
1992,NJ,New Jersey,7789000,48745,345718,625.8184619,4438.541533
1992,NM,New Mexico,1581000,14781,86942,934.914611,5499.177736
1992,NV,Nevada,1327000,9247,73077,696.8349661,5506.932931
1992,NY,New York,18119000,203311,858178,1122.087312,4736.343065
1992,OH,Ohio,11016000,57935,456017,525.9168482,4139.587872
1992,OK,Oklahoma,3212000,20005,154459,622.8206725,4808.81071
1992,OR,Oregon,2977000,15189,158100,510.2116224,5310.715485
1992,PA,Pennsylvania,12009000,51276,356155,426.9797652,2965.734033
1992,RI,Rhode Island,1005000,3965,42044,394.5273632,4183.482587
1992,SC,South Carolina,3603000,34029,178298,944.4629475,4948.59839
1992,SD,South Dakota,711000,1383,19939,194.5147679,2804.360056
1992,TN,Tennessee,5024000,37487,220534,746.1584395,4389.609873
1992,TX,Texas,17656000,142369,1103779,806.3491164,6251.580199
1992,UT,Utah,1813000,5267,97322,290.5129619,5368.008825
1992,VA,Virginia,6377000,23907,250211,374.8941509,3923.647483
1992,VT,Vermont,570000,624,18813,109.4736842,3300.526316
1992,WA,Washington,5136000,27454,289581,534.5404984,5638.259346
1992,WI,Wisconsin,5007000,13806,202448,275.7339724,4043.299381
1992,WV,West Virginia,1812000,3833,43455,211.5342163,2398.178808
1992,WY,Wyoming,466000,1489,19831,319.527897,4255.579399
1993,US,United States,257782608,1926017,12218777,747.1477672,4739.953985
1993,AK,Alaska,599000,4557,28795,760.7679466,4807.178631
1993,AL,Alabama,4187000,32676,171598,780.415572,4098.352042
1993,AR,Arkansas,2424000,14381,102231,593.2755776,4217.450495
1993,AZ,Arizona,3936000,28142,264371,714.9898374,6716.742886
1993,CA,California,31211000,336381,1678884,1077.76425,5379.141969
1993,CO,Colorado,3566000,20229,176856,567.2742569,4959.50645
1993,CT,Connecticut,3277000,14949,137443,456.1794324,4194.171498
1993,DC,District of Columbia,578000,16888,51091,2921.799308,8839.273356
1993,DE,Delaware,700000,4801,29304,685.8571429,4186.285714
1993,FL,Florida,13679000,164975,977363,1206.045764,7144.988669
1993,GA,Georgia,6917000,50019,378348,723.1314154,5469.82796
1993,HI,Hawaii,1172000,3061,70505,261.1774744,6015.784983
1993,IA,Iowa,2814000,9159,99080,325.4797441,3520.966596
1993,ID,Idaho,1099000,3097,39161,281.8016379,3563.3303
1993,IL,Illinois,11697000,112260,544869,959.7332649,4658.194409
1993,IN,Indiana,5713000,27941,227149,489.0775424,3976.0021
1993,KS,Kansas,2531000,12564,113360,496.4045832,4478.86211
1993,KY,Kentucky,3789000,17530,105979,462.6550541,2797.017683
1993,LA,Louisiana,4295000,45600,248461,1061.699651,5784.889406
1993,MA,Massachusetts,6012000,48393,245831,804.9401198,4089.005323
1993,MD,Maryland,4965000,49540,253647,997.7844914,5108.700906
1993,ME,Maine,1239000,1558,37519,125.7465698,3028.167877
1993,MI,Michigan,9478000,75021,441767,791.5277485,4660.972779
1993,MN,Minnesota,4517000,15986,183347,353.9074607,4059.043613
1993,MO,Missouri,5234000,38963,227731,744.4210929,4350.993504
1993,MS,Mississippi,2643000,11467,105308,433.8630344,3984.411653
1993,MT,Montana,839000,1489,38699,177.4731824,4612.514899
1993,NC,North Carolina,6945000,47178,345377,679.3088553,4973.030958
1993,ND,North Dakota,635000,522,17387,82.20472441,2738.110236
1993,NE,Nebraska,1607000,6071,62725,377.784692,3903.235843
1993,NH,New Hampshire,1125000,1550,31131,137.7777778,2767.2
1993,NJ,New Jersey,7879000,49390,328867,626.8562,4173.968778
1993,NM,New Mexico,1616000,15024,86236,929.7029703,5336.386139
1993,NV,Nevada,1389000,12157,73685,875.2339813,5304.895608
1993,NY,New York,18197000,195352,814824,1073.539594,4477.793043
1993,OH,Ohio,11091000,55915,441550,504.147507,3981.155892
1993,OK,Oklahoma,3231000,20512,150546,634.8498917,4659.424327
1993,OR,Oregon,3032000,15254,159558,503.1002639,5262.467018
1993,PA,Pennsylvania,12048000,50295,343841,417.4551793,2853.925963
1993,RI,Rhode Island,1000000,4017,40973,401.7,4097.3
1993,SC,South Carolina,3643000,37281,177779,1023.359868,4880.01647
1993,SD,South Dakota,715000,1490,19661,208.3916084,2749.79021
1993,TN,Tennessee,5099000,39047,228117,765.7776035,4473.759561
1993,TX,Texas,18031000,137419,1023612,762.126338,5676.956353
1993,UT,Utah,1860000,5599,91816,301.0215054,4936.344086
1993,VA,Virginia,6491000,24160,242975,372.2076722,3743.259898
1993,VT,Vermont,576000,658,22223,114.2361111,3858.159722
1993,WA,Washington,5255000,27040,285753,514.5575642,5437.73549
1993,WI,Wisconsin,5038000,13321,190923,264.4104803,3789.658595
1993,WV,West Virginia,1820000,3793,42300,208.4065934,2324.175824
1993,WY,Wyoming,470000,1345,18221,286.1702128,3876.808511
1994,US,United States,260327021,1857670,12131873,713.5909261,4660.243471
1994,AK,Alaska,606000,4644,29947,766.3366337,4941.749175
1994,AL,Alabama,4219000,28844,178015,683.6691159,4219.364778
1994,AR,Arkansas,2453000,14598,103115,595.108031,4203.62821
1994,AZ,Arizona,4075000,28653,294273,703.1411043,7221.423313
1994,CA,California,31431000,318395,1622102,1012.996723,5160.834845
1994,CO,Colorado,3656000,18632,175808,509.6280088,4808.752735
1994,CT,Connecticut,3275000,14916,134030,455.4503817,4092.519084
1994,DC,District of Columbia,570000,15177,48009,2662.631579,8422.631579
1994,DE,Delaware,706000,4549,29971,644.3342776,4245.184136
1994,FL,Florida,13953000,160016,991105,1146.821472,7103.167778
1994,GA,Georgia,7055000,47103,376926,667.654146,5342.678951
1994,HI,Hawaii,1179000,3091,75672,262.1713316,6418.320611
1994,IA,Iowa,2829000,8914,94475,315.0936727,3339.519265
1994,ID,Idaho,1133000,3238,42954,285.7899382,3791.173875
1994,IL,Illinois,11752000,112928,548222,960.9257999,4664.925119
1994,IN,Indiana,5752000,30205,233975,525.1216968,4067.715577
1994,KS,Kansas,2554000,11314,112477,442.9913861,4403.954581
1994,KY,Kentucky,3827000,16991,110725,443.9770055,2893.258427
1994,LA,Louisiana,4315000,42369,245488,981.9003476,5689.177289
1994,MA,Massachusetts,6041000,42749,225532,707.6477404,3733.355405
1994,MD,Maryland,5006000,47457,259039,948.0023971,5174.570515
1994,ME,Maine,1240000,1611,38971,129.9193548,3142.822581
1994,MI,Michigan,9496000,72751,444325,766.1225779,4679.0754
1994,MN,Minnesota,4567000,16397,181856,359.0321874,3981.957521
1994,MO,Missouri,5278000,39240,240898,743.4634331,4564.190981
1994,MS,Mississippi,2669000,13177,115924,493.7055077,4343.349569
1994,MT,Montana,856000,1516,41445,177.1028037,4841.705607
1994,NC,North Carolina,7070000,46308,351397,654.9929279,4970.254597
1994,ND,North Dakota,638000,522,16933,81.81818182,2654.075235
1994,NE,Nebraska,1623000,6322,65746,389.5255699,4050.893407
1994,NH,New Hampshire,1137000,1328,29837,116.7985928,2624.186456
1994,NJ,New Jersey,7904000,48544,319856,614.1700405,4046.761134
1994,NM,New Mexico,1654000,14708,87638,889.2382104,5298.548972
1994,NV,Nevada,1457000,14597,82693,1001.853123,5675.566232
1994,NY,New York,18169000,175433,745845,965.5622214,4105.041554
1994,OH,Ohio,11102000,53930,441380,485.76833,3975.680058
1994,OK,Oklahoma,3258000,21225,160250,651.4732965,4918.661756
1994,OR,Oregon,3086000,16067,178240,520.6416073,5775.761504
1994,PA,Pennsylvania,12052000,51425,342901,426.6926651,2845.179223
1994,RI,Rhode Island,997000,3744,37323,375.5265797,3743.530592
1994,SC,South Carolina,3664000,37756,182114,1030.458515,4970.360262
1994,SD,South Dakota,721000,1641,20726,227.6005548,2874.618585
1994,TN,Tennessee,5175000,38705,226247,747.9227053,4371.922705
1994,TX,Texas,18378000,129838,949387,706.4860159,5165.888562
1994,UT,Utah,1908000,5810,95332,304.5073375,4996.436059
1994,VA,Virginia,6552000,23437,241763,357.7075702,3689.911477
1994,VT,Vermont,580000,562,18290,96.89655172,3153.448276
1994,WA,Washington,5343000,27317,294734,511.2670784,5516.264271
1994,WI,Wisconsin,5082000,13748,186704,270.523416,3673.829201
1994,WV,West Virginia,1822000,3931,42136,215.751921,2312.623491
1994,WY,Wyoming,476000,1297,19122,272.4789916,4017.226891
1995,US,United States,262803276,1798792,12063935,684.4633094,4590.481208
1995,AK,Alaska,604000,4656,30097,770.8609272,4982.94702
1995,AL,Alabama,4253000,26894,179294,632.3536327,4215.70656
1995,AR,Arkansas,2484000,13741,102780,553.1803543,4137.681159
