year,state_abbr,state_name,population,violent_crime,property_crime,Violent_Crime_rate,Property_Crime_rate
1995,AZ,Arizona,4218000,30095,316355,713.4898056,7500.11854
1995,CA,California,31589000,305154,1536830,966.0134857,4865.079616
1995,CO,Colorado,3747000,16494,185705,440.1921537,4956.098212
1995,CT,Connecticut,3275000,13293,134188,405.8931298,4097.343511
1995,DC,District of Columbia,554000,14744,52697,2661.371841,9512.093863
1995,DE,Delaware,717000,5198,31790,724.9651325,4433.751743
1995,FL,Florida,14166000,151711,939288,1070.951574,6630.580263
1995,GA,Georgia,7201000,47317,385005,657.0892932,5346.54909
1995,HI,Hawaii,1187000,3509,81938,295.6192081,6902.94861
1995,IA,Iowa,2842000,10071,106504,354.3631246,3747.501759
1995,ID,Idaho,1163000,3745,47444,322.0120378,4079.449699
1995,IL,Illinois,11830000,117836,527572,996.0777684,4459.611158
1995,IN,Indiana,5803000,30451,238317,524.7458211,4106.789592
1995,KS,Kansas,2565000,10792,114558,420.7407407,4466.19883
1995,KY,Kentucky,3860000,14079,115298,364.7409326,2986.994819
1995,LA,Louisiana,4342000,43741,246132,1007.392906,5668.631967
1995,MA,Massachusetts,6074000,41739,221971,687.1748436,3654.445176
1995,MD,Maryland,5042000,49757,267625,986.8504562,5307.913526
1995,ME,Maine,1241000,1631,39132,131.4262691,3153.263497
1995,MI,Michigan,9549000,65680,429223,687.8207142,4494.952351
1995,MN,Minnesota,4610000,16416,190911,356.0954447,4141.236443
1995,MO,Missouri,5324000,35339,237278,663.7678437,4456.761833
1995,MS,Mississippi,2697000,13560,108195,502.7808676,4011.679644
1995,MT,Montana,870000,1491,40246,171.3793103,4625.977011
1995,NC,North Carolina,7195000,46508,359256,646.3933287,4993.134121
1995,ND,North Dakota,641000,556,17817,86.73946958,2779.563183
1995,NE,Nebraska,1637000,6253,68140,381.9792303,4162.492364
1995,NH,New Hampshire,1148000,1314,29170,114.4599303,2540.940767
1995,NJ,New Jersey,7945000,47652,326056,599.7734424,4103.914412
1995,NM,New Mexico,1685000,13804,94508,819.2284866,5608.783383
1995,NV,Nevada,1530000,14461,86203,945.1633987,5634.183007
1995,NY,New York,18136000,152683,674342,841.8780326,3718.250993
1995,OH,Ohio,11151000,53799,437424,482.4589723,3922.733387
1995,OK,Oklahoma,3278000,21770,161693,664.1244661,4932.672361
1995,OR,Oregon,3141000,16408,189765,522.3814072,6041.547278
1995,PA,Pennsylvania,12072000,51586,354623,427.3194168,2937.566269
1995,RI,Rhode Island,990000,3643,38378,367.979798,3876.565657
1995,SC,South Carolina,3673000,36067,186656,981.9493602,5081.840457
1995,SD,South Dakota,729000,1513,20799,207.5445816,2853.08642
1995,TN,Tennessee,5256000,40549,241315,771.4802131,4591.229072
1995,TX,Texas,18724000,124303,940033,663.8698996,5020.471053
1995,UT,Utah,1951000,6415,112417,328.8057406,5762.019477
1995,VA,Virginia,6618000,23921,240084,361.4536114,3627.74252
1995,VT,Vermont,585000,692,19395,118.2905983,3315.384615
1995,WA,Washington,5431000,26300,314213,484.2570429,5785.54594
1995,WI,Wisconsin,5123000,14399,184665,281.0657818,3604.626196
1995,WV,West Virginia,1828000,3842,41093,210.1750547,2247.97593
1995,WY,Wyoming,480000,1220,19517,254.1666667,4066.041667
1996,US,United States,265228572,1688540,11805323,636.6357845,4450.999721
1996,AK,Alaska,607000,4417,28667,727.6771005,4722.734761
1996,AL,Alabama,4273000,24159,181803,565.3873157,4254.692254
1996,AR,Arkansas,2510000,13161,104790,524.3426295,4174.900398
1996,AZ,Arizona,4428000,27963,284964,631.504065,6435.501355
1996,CA,California,31878000,274996,1385135,862.6513583,4345.112617
1996,CO,Colorado,3823000,15463,180218,404.472927,4714.04656
1996,CT,Connecticut,3274000,13490,124924,412.0342089,3815.638363
1996,DC,District of Columbia,543000,13411,51188,2469.797422,9426.887661
1996,DE,Delaware,725000,4845,30643,668.2758621,4226.62069
1996,FL,Florida,14400000,151350,928273,1051.041667,6446.340278
1996,GA,Georgia,7353000,46966,416986,638.7324901,5670.964232
1996,HI,Hawaii,1184000,3322,74639,280.5743243,6303.969595
1996,IA,Iowa,2852000,7771,96296,272.4754558,3376.437588
1996,ID,Idaho,1189000,3177,44532,267.1993272,3745.332212
1996,IL,Illinois,11847000,105482,524777,890.3688698,4429.619313
1996,IN,Indiana,5841000,31366,231376,536.9970895,3961.239514
1996,KS,Kansas,2572000,10642,109772,413.7636081,4267.962675
1996,KY,Kentucky,3884000,12448,110531,320.4943357,2845.803296
1996,LA,Louisiana,4351000,40426,257130,929.1197426,5909.675937
1996,MA,Massachusetts,6092000,39122,194636,642.1864741,3194.944189
1996,MD,Maryland,5072000,47230,260231,931.1908517,5130.737382
1996,ME,Maine,1243000,1553,40636,124.9396621,3269.18745
1996,MI,Michigan,9594000,60951,430020,635.3033146,4482.17636
1996,MN,Minnesota,4658000,15782,192109,338.814942,4124.280807
1996,MO,Missouri,5359000,31669,240781,590.9498041,4493.021086
1996,MS,Mississippi,2716000,13261,109581,488.2547865,4034.646539
1996,MT,Montana,879000,1415,38084,160.9783845,4332.650739
1996,NC,North Carolina,7323000,43068,361616,588.1196231,4938.085484
1996,ND,North Dakota,644000,541,16648,84.00621118,2585.093168
1996,NE,Nebraska,1652000,7182,66110,434.7457627,4001.815981
1996,NH,New Hampshire,1162000,1373,31436,118.1583477,2705.335628
1996,NJ,New Jersey,7988000,42459,303657,531.5348022,3801.414622
1996,NM,New Mexico,1713000,14399,98698,840.5720957,5761.704612
1996,NV,Nevada,1603000,13005,83047,811.2913288,5180.723643
1996,NY,New York,18185000,132206,619250,727.005774,3405.279076
1996,OH,Ohio,11173000,47896,449935,428.6762732,4026.984695
1996,OK,Oklahoma,3301000,19710,166892,597.0917904,5055.801272
1996,OR,Oregon,3204000,14837,177295,463.0774032,5533.55181
1996,PA,Pennsylvania,12056000,57905,370851,480.3002654,3076.070007
1996,RI,Rhode Island,990000,3437,36099,347.1717172,3646.363636
1996,SC,South Carolina,3699000,36875,192986,996.8910516,5217.247905
1996,SD,South Dakota,732000,1297,20443,177.1857923,2792.759563
1996,TN,Tennessee,5320000,41175,248729,773.9661654,4675.357143
1996,TX,Texas,19128000,123270,968732,644.4479297,5064.470933
1996,UT,Utah,2000000,6638,113079,331.9,5653.95
1996,VA,Virginia,6675000,22782,242100,341.3033708,3626.966292
1996,VT,Vermont,589000,714,16973,121.2224109,2881.663837
1996,WA,Washington,5533000,23857,303111,431.1765769,5478.239653
1996,WI,Wisconsin,5160000,13039,184143,252.6937984,3568.662791
1996,WV,West Virginia,1826000,3836,41510,210.0766703,2273.274918
1996,WY,Wyoming,481000,1201,19261,249.6881497,4004.365904
1997,US,United States,267783607,1636099,11558975,610.9780275,4316.535702
1997,AK,Alaska,609000,4270,27840,701.1494253,4571.428571
1997,AL,Alabama,4319000,24379,186809,564.4593656,4325.28363
1997,AR,Arkansas,2523000,13293,105759,526.8727705,4191.795482
1997,AZ,Arizona,4555000,28411,299323,623.7321625,6571.306257
1997,CA,California,32268000,257582,1312367,798.2583364,4067.085038
1997,CO,Colorado,3893000,14139,166902,363.1903416,4287.233496
1997,CT,Connecticut,3270000,12781,117505,390.8562691,3593.425076
1997,DC,District of Columbia,529000,10708,41341,2024.196597,7814.933837
1997,DE,Delaware,732000,5753,36578,785.9289617,4996.994536
1997,FL,Florida,14654000,149996,915613,1023.584004,6248.212092
1997,GA,Georgia,7486000,45408,388155,606.5722682,5185.078814
1997,HI,Hawaii,1187000,3299,68193,277.9275484,5744.987363
1997,IA,Iowa,2852000,8841,99986,309.9929874,3505.820477
1997,ID,Idaho,1210000,3107,44388,256.7768595,3668.429752
1997,IL,Illinois,11896000,102476,509113,861.4324143,4279.699059
1997,IN,Indiana,5864000,30179,231723,514.648704,3951.620055
1997,KS,Kansas,2595000,11151,122553,429.7109827,4722.65896
1997,KY,Kentucky,3908000,12386,109819,316.9396111,2810.107472
1997,LA,Louisiana,4352000,37248,243423,855.8823529,5593.359375
1997,MA,Massachusetts,6118000,39411,185437,644.1811049,3031.006865
1997,MD,Maryland,5094000,43127,244842,846.6234786,4806.47821
1997,ME,Maine,1242000,1500,37396,120.7729469,3010.950081
1997,MI,Michigan,9774000,57663,422916,589.9631676,4326.949048
1997,MN,Minnesota,4686000,15827,191006,337.7507469,4076.099018
1997,MO,Missouri,5402000,31192,228889,577.4157719,4237.115883
1997,MS,Mississippi,2731000,12808,113644,468.9857195,4161.259612
1997,MT,Montana,879000,1161,37592,132.0819113,4276.678043
1997,NC,North Carolina,7425000,45071,362672,607.016835,4884.47138
1997,ND,North Dakota,641000,559,16821,87.2074883,2624.180967
1997,NE,Nebraska,1657000,7265,63717,438.4429692,3845.322873
1997,NH,New Hampshire,1173000,1328,29635,113.2139812,2526.427962
1997,NJ,New Jersey,8053000,39673,287038,492.6487023,3564.361108
1997,NM,New Mexico,1730000,14762,104721,853.2947977,6053.236994
1997,NV,Nevada,1677000,13395,88307,798.7477639,5265.772212
1997,NY,New York,18137000,124890,584438,688.5923802,3222.352098
1997,OH,Ohio,11186000,48706,455799,435.4192741,4074.727338
1997,OK,Oklahoma,3317000,18560,163698,559.5417546,4935.122098
1997,OR,Oregon,3243000,14412,188916,444.4033302,5825.346901
1997,PA,Pennsylvania,12020000,53140,359323,442.0965058,2989.37604
1997,RI,Rhode Island,987000,3292,32777,333.5359676,3320.871327
1997,SC,South Carolina,3760000,37235,193402,990.2925532,5143.670213
1997,SD,South Dakota,738000,1457,22491,197.4254743,3047.560976
1997,TN,Tennessee,5368000,42389,253484,789.6609538,4722.131148
1997,TX,Texas,19439000,117126,948231,602.5309944,4877.982407
1997,UT,Utah,2059000,6878,116569,334.0456532,5661.437591
1997,VA,Virginia,6734000,23249,237773,345.2479952,3530.932581
1997,VT,Vermont,589000,705,15953,119.6943973,2708.488964
1997,WA,Washington,5610000,24724,307742,440.7130125,5485.597148
1997,WI,Wisconsin,5170000,13988,176145,270.5609284,3407.059961
1997,WV,West Virginia,1816000,3971,40868,218.6674009,2250.440529
1997,WY,Wyoming,480000,1225,18843,255.2083333,3925.625
1998,US,United States,270248003,1533887,10951827,567.5849527,4052.509872
1998,AK,Alaska,614000,4015,25316,653.9087948,4123.127036
1998,AL,Alabama,4352000,22286,177779,512.0863971,4084.995404
1998,AR,Arkansas,2538000,12442,96271,490.2285264,3793.183609
1998,AZ,Arizona,4669000,26984,280001,577.9396016,5997.022917
1998,CA,California,32667000,229883,1188791,703.7162886,3639.118989
1998,CO,Colorado,3971000,15008,163189,377.9400655,4109.519013
1998,CT,Connecticut,3274000,11993,111978,366.3103238,3420.219914
1998,DC,District of Columbia,523000,8988,37222,1718.546845,7117.017208
1998,DE,Delaware,744000,5672,34230,762.3655914,4600.806452
1998,FL,Florida,14916000,140016,887107,938.6967015,5947.351837
1998,GA,Georgia,7642000,43762,373717,572.6511384,4890.303585
1998,HI,Hawaii,1193000,2946,60677,246.9404862,5086.085499
1998,IA,Iowa,2862000,8916,91272,311.5303983,3189.098532
1998,ID,Idaho,1229000,3468,42185,282.1806347,3432.465419
1998,IL,Illinois,12045000,97291,487915,807.7293483,4050.767954
1998,IN,Indiana,5899000,25423,220529,430.9713511,3738.41329
1998,KS,Kansas,2629000,10972,117114,417.3449981,4454.697604
1998,KY,Kentucky,3936000,12909,109721,327.972561,2787.627033
1998,LA,Louisiana,4369000,34057,232378,779.5147631,5318.791485
1998,MA,Massachusetts,6147000,38192,173011,621.3112087,2814.559948
1998,MD,Maryland,5135000,40903,234624,796.5530672,4569.113924
1998,ME,Maine,1244000,1566,36261,125.8842444,2914.871383
1998,MI,Michigan,9817000,60947,398773,620.8312112,4062.065804
1998,MN,Minnesota,4725000,14656,176541,310.1798942,3736.31746
1998,MO,Missouri,5439000,30222,232284,555.6536128,4270.711528
1998,MS,Mississippi,2752000,11302,109345,410.6831395,3973.292151
1998,MT,Montana,880000,1797,36564,204.2045455,4155
1998,NC,North Carolina,7546000,43723,357892,579.41956,4742.804135
1998,ND,North Dakota,638000,570,16535,89.34169279,2591.69279
1998,NE,Nebraska,1663000,7507,65752,451.4131088,3953.8184
1998,NH,New Hampshire,1185000,1270,27405,107.1729958,2312.658228
1998,NJ,New Jersey,8115000,35720,260810,440.17252,3213.924831
1998,NM,New Mexico,1737000,16700,100011,961.427749,5757.685665
1998,NV,Nevada,1747000,11244,81006,643.6176302,4636.863194
1998,NY,New York,18175000,115915,536287,637.7716644,2950.685007
1998,OH,Ohio,11209000,40628,444438,362.4587385,3965.01026
1998,OK,Oklahoma,3347000,18053,149426,539.378548,4464.47565
1998,OR,Oregon,3282000,13778,171545,419.804997,5226.843388
1998,PA,Pennsylvania,12001000,50470,342318,420.5482876,2852.412299
1998,RI,Rhode Island,988000,3084,31672,312.145749,3205.668016
1998,SC,South Carolina,3836000,34647,186960,903.2064651,4873.826903
1998,SD,South Dakota,738000,1139,18227,154.3360434,2469.783198
1998,TN,Tennessee,5431000,38832,234588,715.0064445,4319.42552
1998,TX,Texas,19760000,111566,898496,564.6052632,4547.044534
1998,UT,Utah,2100000,6599,109025,314.2380952,5191.666667
1998,VA,Virginia,6791000,22115,226461,325.6515977,3334.722427
1998,VT,Vermont,591000,628,17924,106.2605753,3032.825719
1998,WA,Washington,5689000,24380,309419,428.5463175,5438.899631
1998,WI,Wisconsin,5224000,13009,172084,249.0237366,3294.104135
1998,WV,West Virginia,1811000,4503,41627,248.6471563,2298.564329
1998,WY,Wyoming,481000,1191,17124,247.6091476,3560.08316
1999,US,United States,272690813,1426044,10208334,522.9527113,3743.55626
1999,AK,Alaska,619500,3908,23099,630.8313156,3728.652139
1999,AL,Alabama,4369862,21421,171398,490.1985463,3922.274891
1999,AR,Arkansas,2551373,10848,92283,425.1828329,3616.993674
1999,AZ,Arizona,4778332,26334,255401,551.1128151,5344.982308
1999,CA,California,33145121,207879,1053285,627.1782806,3177.798023
1999,CO,Colorado,4056133,13811,151002,340.4967243,3722.80692
1999,CT,Connecticut,3282031,11342,99894,345.5786981,3043.664121
1999,DC,District of Columbia,519000,8448,33420,1627.745665,6439.306358
1999,DE,Delaware,753538,5534,30922,734.4022465,4103.5754
1999,FL,Florida,15111244,129044,808674,853.9601372,5351.472056
1999,GA,Georgia,7788240,41585,359383,533.946052,4614.431502
1999,HI,Hawaii,1185497,2785,54539,234.9225683,4600.517758
1999,IA,Iowa,2869413,8034,84463,279.9875793,2943.563718
1999,ID,Idaho,1251700,3066,36363,244.9468723,2905.089079
1999,IL,Illinois,12128370,83621,463939,689.466103,3825.237851
1999,IN,Indiana,5942901,22261,201547,374.5813703,3391.390838
1999,KS,Kansas,2654052,10159,107644,382.7732087,4055.836133
1999,KY,Kentucky,3960825,12212,104768,308.3196051,2645.105502
1999,LA,Louisiana,4372035,32033,219219,732.6794044,5014.118139
1999,MA,Massachusetts,6175169,34023,167437,550.9646781,2711.456156
1999,MD,Maryland,5171634,38447,215973,743.4207448,4176.10759
1999,ME,Maine,1253040,1404,34618,112.0475005,2762.721062
1999,MI,Michigan,9863775,56709,369887,574.9218732,3749.953745
1999,MN,Minnesota,4775508,13085,158717,274.0022632,3323.562645
1999,MO,Missouri,5468338,27353,223010,500.206827,4078.204383
1999,MS,Mississippi,2768619,9671,108560,349.3077235,3921.088456
1999,MT,Montana,882779,2090,29103,236.7523469,3296.74811
1999,NC,North Carolina,7650789,41474,354497,542.0878814,4633.469829
1999,ND,North Dakota,633666,424,14748,66.9122219,2327.409077
1999,NE,Nebraska,1666028,7167,61277,430.1848468,3678.029421
1999,NH,New Hampshire,1201134,1159,26247,96.49214825,2185.185
1999,NJ,New Jersey,8143412,33540,243333,411.8666721,2988.09639
1999,NM,New Mexico,1739844,14520,89220,834.557581,5128.045963
1999,NV,Nevada,1809253,10311,73874,569.9037116,4083.121598
1999,NY,New York,18196601,107147,489596,588.829749,2690.590402
1999,OH,Ohio,11256654,35616,414264,316.3995269,3680.169969
1999,OK,Oklahoma,3358044,17066,140220,508.212519,4175.645108
1999,OR,Oregon,3316154,12432,153434,374.892119,4626.865942
1999,PA,Pennsylvania,11994016,50431,323021,420.4680067,2693.184668
1999,RI,Rhode Island,990819,2840,32657,286.6315644,3295.960211
1999,SC,South Carolina,3885736,32920,173987,847.201148,4477.581596
1999,SD,South Dakota,733133,1227,18159,167.3639026,2476.903918
1999,TN,Tennessee,5483535,38111,219302,695.0078736,3999.281485
1999,TX,Texas,20044141,112306,896261,560.2934044,4471.436316
1999,UT,Utah,2129836,5869,100130,275.561123,4701.300945
1999,VA,Virginia,6872912,21626,210260,314.6555638,3059.256397
1999,VT,Vermont,593740,676,16059,113.8545491,2704.719237
1999,WA,Washington,5756361,21716,280793,377.2522258,4877.960225
1999,WI,Wisconsin,5250446,12908,160154,245.8457815,3050.293251
1999,WV,West Virginia,1806928,6336,42825,350.6503856,2370.044628
1999,WY,Wyoming,479602,1115,15468,232.484435,3225.174207
2000,US,United States,281421906,1425486,10182584,506.5298648,3618.262752
2000,AK,Alaska,626932,3554,23087,566.8876369,3682.536543
2000,AL,Alabama,4447100,21620,180539,486.1595197,4059.701828
2000,AR,Arkansas,2673400,11904,98115,445.2756789,3670.045635
2000,AZ,Arizona,5130632,27281,271811,531.7278651,5297.807366
2000,CA,California,33871648,210531,1056183,621.5552311,3118.191946
2000,CO,Colorado,4301261,14367,156937,334.0183263,3648.627693
2000,CT,Connecticut,3405565,11058,99033,324.7038303,2907.975622
2000,DC,District of Columbia,572059,8626,33000,1507.886424,5768.635753
2000,DE,Delaware,783600,5363,29727,684.4053088,3793.644717
2000,FL,Florida,15982378,129777,780377,812.0005671,4882.733971
2000,GA,Georgia,8186453,41319,347630,504.724085,4246.405617
2000,HI,Hawaii,1211537,2954,60033,243.8225164,4955.110739
2000,IA,Iowa,2926324,7796,86834,266.4093245,2967.340595
2000,ID,Idaho,1293953,3267,37961,252.4821226,2933.72325
2000,IL,Illinois,12419293,81196,445278,653.7892294,3585.373177
2000,IN,Indiana,6080485,21230,206905,349.14978,3402.771325
2000,KS,Kansas,2688418,10470,108057,389.448367,4019.352645
2000,KY,Kentucky,4041769,11903,107723,294.4997599,2665.243857
2000,LA,Louisiana,4468976,30440,211904,681.1403776,4741.66789
2000,MA,Massachusetts,6349097,30230,161901,476.1307002,2549.984667
2000,MD,Maryland,5296486,41663,213422,786.6158808,4029.501824
2000,ME,Maine,1274923,1397,32003,109.5752449,2510.190812
2000,MI,Michigan,9938444,55159,353297,555.0063974,3554.852249
2000,MN,Minnesota,4919479,13813,157798,280.7817657,3207.616091
2000,MO,Missouri,5595211,27419,225919,490.0440752,4037.720829
2000,MS,Mississippi,2844658,10267,103644,360.9221214,3643.460831
2000,MT,Montana,902195,2807,32198,311.1300772,3568.851523
2000,NC,North Carolina,8049313,40051,355921,497.5704138,4421.756242
2000,ND,North Dakota,642200,523,14171,81.43880411,2206.633448
2000,NE,Nebraska,1711263,5606,64479,327.5942973,3767.918783
2000,NH,New Hampshire,1235786,2167,27901,175.3539852,2257.753365
2000,NJ,New Jersey,8414350,32298,233637,383.844266,2776.649414
2000,NM,New Mexico,1819046,13786,86605,757.8697845,4761.012091
2000,NV,Nevada,1998257,10474,74823,524.1568027,3744.413256
2000,NY,New York,18976457,105111,483078,553.9021325,2545.670143
2000,OH,Ohio,11353140,37935,420939,334.1366353,3707.687917
2000,OK,Oklahoma,3450654,17177,140125,497.7896944,4060.824412
2000,OR,Oregon,3421399,12000,153780,350.7337203,4494.652626
2000,PA,Pennsylvania,12281054,51584,316274,420.0290952,2575.300133
2000,RI,Rhode Island,1048319,3121,33323,297.7147223,3178.708008
2000,SC,South Carolina,4012012,33225,181290,828.1381013,4518.680403
2000,SD,South Dakota,754844,1259,16252,166.7894293,2153.027645
2000,TN,Tennessee,5689283,40233,237985,707.1717121,4183.040288
2000,TX,Texas,20851820,113653,919658,545.0507438,4410.444748
2000,UT,Utah,2233169,5711,94247,255.7352354,4220.325466
2000,VA,Virginia,7078515,19943,194405,281.7398847,2746.409381
2000,VT,Vermont,608827,691,17494,113.4969376,2873.394248
2000,WA,Washington,5894121,21788,279144,369.6564763,4735.973354
2000,WI,Wisconsin,5363675,12700,159424,236.7779554,2972.290454
2000,WV,West Virginia,1808344,5723,41344,316.4773959,2286.290662
2000,WY,Wyoming,493782,1316,14969,266.5143727,3031.499731
2001,US,United States,285317559,1439480,10437189,504.5185459,3658.095575
2001,AK,Alaska,633630,3735,23160,589.4607263,3655.129965
2001,AL,Alabama,4468912,19582,173253,438.1827165,3876.849667
2001,AR,Arkansas,2694698,12190,99106,452.3698017,3677.814731
2001,AZ,Arizona,5306966,28675,293874,540.3275619,5537.514278
2001,CA,California,34600463,212867,1134189,615.2143109,3277.959026
2001,CO,Colorado,4430989,15492,170887,349.6284915,3856.633361
2001,CT,Connecticut,3434602,11492,95299,334.5948089,2774.673747
2001,DC,District of Columbia,573822,9195,35232,1602.413292,6139.8831
2001,DE,Delaware,796599,4868,27399,611.0979301,3439.497162
2001,FL,Florida,16373330,130713,782517,798.3287456,4779.217178
2001,GA,Georgia,8405677,41671,347872,495.7482901,4138.536373
2001,HI,Hawaii,1227024,3117,62830,254.029261,5120.51924
2001,IA,Iowa,2931967,7865,88634,268.2499496,3023.021746
2001,ID,Idaho,1320585,3211,38181,243.1498162,2891.218664
2001,IL,Illinois,12520227,79270,434648,633.1354855,3471.56645
2001,IN,Indiana,6126743,22734,211548,371.0617534,3452.862312
2001,KS,Kansas,2702125,10909,105537,403.719295,3905.703844
2001,KY,Kentucky,4068816,10510,107356,258.3061018,2638.507123
2001,LA,Louisiana,4470368,30678,207693,686.252228,4645.99335
2001,MA,Massachusetts,6401164,30585,167079,477.8037244,2610.134657
2001,MD,Maryland,5386079,42088,219512,781.4218841,4075.543638
2001,ME,Maine,1284470,1435,33154,111.7192305,2581.142417
2001,MI,Michigan,10006266,55424,352353,553.8929307,3521.323539
2001,MN,Minnesota,4984535,13145,165046,263.7156726,3311.161422
2001,MO,Missouri,5637309,30472,238411,540.5415953,4229.163241
2001,MS,Mississippi,2859733,10006,109609,349.8928047,3832.840339
2001,MT,Montana,905382,3187,30175,352.0061145,3332.847351
2001,NC,North Carolina,8206105,40465,363777,493.1084845,4433.004452
2001,ND,North Dakota,636550,505,14834,79.33390936,2330.374676
2001,NE,Nebraska,1720039,5214,68963,303.1326615,4009.385834
2001,NH,New Hampshire,1259359,2144,27089,170.2453391,2151.014921
2001,NJ,New Jersey,8511116,33094,240551,388.8326748,2826.315609
2001,NM,New Mexico,1830935,14288,83095,780.3663156,4538.391587
2001,NV,Nevada,2097722,12359,77486,589.162911,3693.816435
2001,NY,New York,19084350,98022,458003,513.6250383,2399.887866
2001,OH,Ohio,11389785,40023,435115,351.3938147,3820.221365
2001,OK,Oklahoma,3469577,17726,141679,510.8980144,4083.466082
2001,OR,Oregon,3473441,10650,164524,306.6123766,4736.628605
2001,PA,Pennsylvania,12303104,50432,313408,409.9128155,2547.389667
2001,RI,Rhode Island,1059659,3278,35742,309.3447987,3372.971871
2001,SC,South Carolina,4062125,33114,186054,815.1890944,4580.213558
2001,SD,South Dakota,758324,1171,16473,154.419483,2172.290472
2001,TN,Tennessee,5749398,42776,252992,744.0083292,4400.321564
2001,TX,Texas,21370983,122155,976654,571.5927995,4570.00036
2001,UT,Utah,2278712,5314,90993,233.2019141,3993.176847
2001,VA,Virginia,7196750,20939,207506,290.9507764,2883.329281
2001,VT,Vermont,612978,644,16334,105.0608668,2664.69596
2001,WA,Washington,5993390,21258,287234,354.690751,4792.513085
2001,WI,Wisconsin,5405947,12486,166924,230.9678582,3087.784619
2001,WV,West Virginia,1800975,5035,41085,279.570788,2281.264315
2001,WY,Wyoming,493754,1272,16120,257.6181661,3264.783678
2002,US,United States,287973924,1423677,10455277,494.3770534,3630.633237
2002,AK,Alaska,641482,3627,24118,565.4094737,3759.731372
2002,AL,Alabama,4478896,19931,180400,444.9980531,4027.778274
2002,AR,Arkansas,2706268,11501,101171,424.9763881,3738.395458
2002,AZ,Arizona,5441125,30171,318296,554.4992993,5849.81966
2002,CA,California,35001986,208388,1176484,595.3605033,3361.192133
2002,CO,Colorado,4501051,15882,180054,352.850923,4000.265716
2002,CT,Connecticut,3458587,10807,93426,312.4686469,2701.276562
2002,DC,District of Columbia,569157,9322,36477,1637.860907,6408.952187
2002,DE,Delaware,805945,4836,26967,600.0409457,3346.009963
2002,FL,Florida,16691701,128721,777236,771.1676599,4656.421775
2002,GA,Georgia,8544005,39271,346559,459.6322217,4056.165697
2002,HI,Hawaii,1240663,3262,71976,262.9239366,5801.414244
2002,IA,Iowa,2935840,8388,92877,285.7103929,3163.55796
2002,ID,Idaho,1343124,3419,39128,254.5557968,2913.208311
2002,IL,Illinois,12586447,75759,430479,601.9093395,3420.178864
2002,IN,Indiana,6156913,22001,208965,357.3381661,3393.989813
2002,KS,Kansas,2711769,10229,100768,377.2076456,3715.950732
2002,KY,Kentucky,4089822,11101,108590,271.4299058,2655.127778
2002,LA,Louisiana,4476192,29690,198838,663.2870082,4442.12402
2002,MA,Massachusetts,6421800,31137,167753,484.8640568,2612.242673
2002,MD,Maryland,5450525,42015,217105,770.8431757,3983.194279
2002,ME,Maine,1294894,1396,32985,107.8080522,2547.312753
2002,MI,Michigan,10043221,54306,335060,540.7229414,3336.180693
2002,MN,Minnesota,5024791,13428,164026,267.2349954,3264.334775
2002,MO,Missouri,5669544,30557,230520,538.9675078,4065.935461
2002,MS,Mississippi,2866733,9858,109584,343.8757638,3822.609221
2002,MT,Montana,910372,3197,28751,351.175124,3158.159522
2002,NC,North Carolina,8305820,39118,353708,470.9709577,4258.556049
2002,ND,North Dakota,633911,496,14762,78.24442232,2328.718069
2002,NE,Nebraska,1727564,5428,68178,314.1996476,3946.481867
2002,NH,New Hampshire,1274405,2056,26250,161.3301894,2059.784762
2002,NJ,New Jersey,8575252,32252,227715,376.1055652,2655.490474
2002,NM,New Mexico,1852044,13719,80477,740.7491399,4345.307131
2002,NV,Nevada,2167455,13856,83896,639.2750945,3870.714732
2002,NY,New York,19134293,95030,442091,496.6475636,2310.464254
2002,OH,Ohio,11408699,40128,428976,351.7316041,3760.078165
2002,OK,Oklahoma,3489700,17587,148128,503.9688225,4244.720177
2002,OR,Oregon,3520355,10298,161145,292.5273161,4577.521301
2002,PA,Pennsylvania,12328827,49578,300868,402.1307137,2440.361926
2002,RI,Rhode Island,1068326,3051,35342,285.5869837,3308.166234
2002,SC,South Carolina,4103770,33761,183808,822.6825577,4479.003453
2002,SD,South Dakota,760437,1350,15992,177.5294995,2103.001301
2002,TN,Tennessee,5789796,41562,249399,717.8491263,4307.561095
2002,TX,Texas,21736925,126018,1004274,579.7416148,4620.129112
2002,UT,Utah,2318789,5488,97641,236.6752645,4210.86179
2002,VA,Virginia,7287829,21256,207783,291.6643626,2851.095985
2002,VT,Vermont,616408,658,14942,106.7474789,2424.043815
2002,WA,Washington,6067060,20964,288967,345.5380365,4762.883505
2002,WI,Wisconsin,5439692,12238,164749,224.9759729,3028.64574
2002,WV,West Virginia,1804884,4221,41099,233.8654451,2277.099248
2002,WY,Wyoming,498830,1364,16494,273.4398492,3306.537297
2003,US,United States,290788976,1383676,10442862,475.8350949,3591.216608
2003,AK,Alaska,648280,3877,24386,598.044055,3761.646202
2003,AL,Alabama,4503726,19331,182241,429.2223816,4046.44954
2003,AR,Arkansas,2727774,12449,99084,456.3794508,3632.412363
2003,AZ,Arizona,5579222,28638,314335,513.2973737,5634.029261
2003,CA,California,35462712,205551,1215086,579.6257207,3426.376415
2003,CO,Colorado,4547633,15757,179706,346.4879422,3951.638138
2003,CT,Connecticut,3486960,11045,92981,316.7515544,2666.534747
2003,DC,District of Columbia,557620,9061,32696,1624.941717,5863.491266
